texto,respuesta
Okay. Please reply to france. I’m going to sleep,1
"I told france. If italy asks what i told france, i will say something different. But I don’t think he’ll ask.",1
"Hi England,
I know that the last thing I said to you was that a partnership between us wouldn't work out, but I've had a genuine change of heart. The reason for that is that I think Italy is far more duplicitous than any of us ever realized; right now they may be promising you that you'll take centers of mine, and maybe even that you two will share a victory together. This is my guess because these are the promises they made to me not so long ago. But we both need to face facts: Italy has never hesitated to profit from discord between us, and will always aid the weaker of us at the expense of the stronger. 
If you're tired of being manipulated in a game Italy feels they own, I have a proposal that might get us both destroyed, but at least we'll have stuck up for ourselves and perhaps minorly inconvenienced Italy on their path to victory. This proposal involves France, who is more than willing to use their last few turns to fight back against Italy. Trusting them may be a hard sell, but so is trusting me. If I were really trying to trick you, I wouldn't ask something so unreasonable as that you trust us both. But frankly I consider knocking Italy down a peg to be the sole most urgent thing we can do to keep this game viable for any of us. 
My proposal is: NWG-Cly, Nth convoy Hol-Yor, Eng-IRI or Wal, Bel s Bre-Eng, Pic-Bre, Par-Pic, Bur-Par, Mun-Bur (I figure I'm about to lose Mun anyway, and if that happens I'll disband my Hel fleet)
Next year we'll be well-positioned to boot Italy off the island and the iberian. What do you think?",1
"(this part is not for copy-pasting to Italy) I designed this plan to make it look safe for Italy to convoy Gas-Lvp. I know this is what they'd really like to do. I think we need to do everything we can to try and disrupt this. I know it's a riskier move trying to assist Bre into Mao but I think it's the right one. I also think that for *extra* insurance NWG should poke NAO, because worst-case scenario Italy doesn't try the convoy and moves Nao-Lvp and also moves Mao-Nao to bounce. This guarantees Bre makes it into Mao which strengthens our ability to take the southern holdings, and at worst only sets you back a turn in terms of kicking Italy out of Liverpool. In exchange for doing this riskier move, I agree to convoy to york instead of Edi and give up my build. That part of the fake plan is actually true",1
Italy is telling me to expect a bounce in Bre. So that’s not consistent with the convoy idea. Maybe he’s lying?,1
But i haven’t sent the plan yet,1
"So all he says is ""expect a bounce""? He could think *I'm* going to try and take it from you. And this could be further misdirection about the convoy.",1
"Italy can't make a bounce if we attack Mao and Gas at the same time, which the real plan has us doing",1
"That’s fair, it could be a bounce we expect from you. Keep in mind that the French fleet disbands in the fall, assuming it leaves Bre. So if it gets into MAO, it will then vacate by spring",1
"Better to vacate Mao than Gas, I think.",1
"Hmm, i mean if we really think it’s a convoy, disrupting the convoy is a great option. You’re saying i support Bre from channel? And let me see how Italy responds to the message",1
"Yes, you'd support Bre from the channel. and Bel will support the channel.",1
I also don’t think hitting NAO makes sense. Then we won’t be able to take Lvp next spring,1
"sometimes it's like you don't even read my messages. I acknowledge that. We'd have to wait til fall. I'm making a sacrifice too by convoying to york instead of Edi, and I'm willing to do that because I think it's the right move. Even if there's not a convoy, there's still a chance you fall into Nao which is advantageous.",1
